subID.calcFD	label1002	label1003	label1005	label1006	label1007	label1008	label1009	label1010	label1011	label1012	label1013	label1014	label1015	label1016	label1017	label1018	label1019	label1020	label1021	label1022	label1023	label1024	label1025	label1026	label1027	label1028	label1029	label1030	label1031	label1034	label1035	label2002	label2003	label2005	label2006	label2007	label2008	label2009	label2010	label2011	label2012	label2013	label2014	label2015	label2016	label2017	label2018	label2019	label2020	label2021	label2022	label2023	label2024	label2025	label2026	label2027	label2028	label2029	label2030	label2031	label2034	label2035	
Sub1117	2.0039	2.1252	2.0121	1.8968	2.1448	2.1918	2.1481	1.8809	2.1764	2.1192	2.1018	2.0365	2.1868	1.9705	2.0166	2.0420	1.9611	2.0700	1.9137	2.0880	1.9756	2.1242	2.1300	1.9822	2.1475	2.2220	2.0982	2.2057	2.1671	1.8106	2.1113	1.8882	2.1174	2.0027	1.9478	2.1361	2.2083	2.1644	1.9412	2.1870	2.1134	2.1196	1.9857	2.1888	1.9242	2.0330	2.0954	2.0248	2.0554	1.9684	2.0479	2.0011	2.1194	2.1070	1.9446	2.1504	2.2191	2.1077	2.1980	2.1958	1.7379	2.1121	0.0000	
Sub1118	2.0351	2.0803	1.9329	1.8356	2.0976	2.1769	2.1314	1.9400	2.1498	2.1173	2.1036	2.0488	2.1733	1.9507	1.9506	2.0836	2.0140	2.0689	1.9037	2.0799	2.0427	2.0907	2.1122	2.0326	2.1216	2.2386	2.1282	2.1982	2.1869	1.7708	2.1042	1.9571	2.1174	1.9644	1.8727	2.1095	2.2113	2.1764	1.9092	2.1534	2.1294	2.1005	1.9981	2.1895	1.8753	1.9792	2.0705	1.9574	2.0402	1.9174	2.0606	2.0074	2.1197	2.1088	1.9206	2.1576	2.2573	2.1312	2.1807	2.1742	1.7216	2.1072	0.0000	
Sub1119	1.9877	2.0993	2.0548	1.9322	2.1145	2.2116	2.1683	1.9595	2.1353	2.1044	2.1087	2.0375	2.1810	1.9332	2.0054	2.0586	1.9444	2.0283	1.8983	2.0893	2.0130	2.1448	2.1476	1.9711	2.1841	2.2401	2.1287	2.1874	2.1692	1.8097	2.0673	1.9189	2.1056	1.9936	1.9331	2.1280	2.2438	2.1904	1.8805	2.1916	2.0952	2.1281	1.9877	2.1841	1.9087	2.0332	2.0460	1.9502	2.0817	1.9026	2.0655	1.9863	2.1392	2.1520	1.9120	2.1479	2.2362	2.0973	2.2124	2.1712	1.7593	2.0912	0.0000	
Sub1120	1.9700	2.0961	1.9797	1.9005	2.0881	2.1682	2.0828	1.8695	2.1240	2.0920	2.0815	1.9861	2.1386	1.9104	1.9993	2.0723	1.9175	2.0461	1.9103	2.0196	2.0042	2.1113	2.0590	1.8858	2.1241	2.1844	2.0354	2.1746	2.1340	1.7617	2.0814	1.8877	2.0855	1.9498	1.9489	2.0999	2.2009	2.1183	1.8776	2.1741	2.0892	2.0495	2.0026	2.1495	1.9089	1.9709	2.0646	1.9691	2.0066	1.8707	2.0298	1.9616	2.0980	2.0895	1.9475	2.1278	2.1882	2.0734	2.1847	2.1257	1.7500	2.0780	0.0000	
Sub1121	2.0244	2.1102	1.9992	1.8450	2.1022	2.1761	2.1433	1.8998	2.1569	2.1058	2.0860	2.0087	2.1541	1.8580	2.0199	2.0259	1.9187	2.0742	1.8686	2.0969	1.9905	2.1381	2.1207	2.0354	2.1561	2.2216	2.0773	2.1739	2.1612	1.8758	2.0692	1.9053	2.0903	1.9748	1.8831	2.1140	2.2065	2.1855	1.8176	2.1333	2.1192	2.0701	2.0333	2.1840	1.8200	2.0073	2.0546	1.9357	2.0787	1.9236	2.0783	1.9835	2.1375	2.1097	1.9532	2.1524	2.2331	2.0799	2.1770	2.1513	1.7821	2.0792	0.0000	
Sub1122	1.9579	2.1139	1.9072	1.8436	2.0496	2.1144	2.0335	1.8402	2.1472	2.1033	2.0965	2.0150	2.0307	1.8376	1.9897	2.0399	1.9306	2.0860	1.8310	2.0522	1.9841	2.1010	2.1080	1.9109	2.1406	2.2123	2.0494	2.1309	2.1252	1.8075	2.0687	1.9595	2.1144	1.9150	1.9360	2.0411	2.2101	2.1165	1.8679	2.1376	2.1131	2.1072	2.0086	2.1340	1.8992	1.9735	2.0584	1.9426	2.0587	1.8719	2.0286	2.0212	2.1259	2.1038	1.7511	2.1614	2.2376	2.1235	2.1497	2.1111	1.7069	2.1012	0.0000	
Sub1123	1.9991	2.0998	1.9887	1.9218	2.1065	2.1789	2.1140	1.9311	2.1692	2.0803	2.0699	2.0250	2.1561	1.9159	2.0271	2.0781	1.9743	2.0180	1.9011	2.0800	2.0276	2.0941	2.1034	1.9503	2.1162	2.2358	2.1111	2.1777	2.1647	1.7417	2.0957	1.8547	2.1239	2.0521	1.9782	2.1375	2.1966	2.1621	1.9687	2.2112	2.1023	2.1017	2.0254	2.1821	1.8813	1.9824	2.0866	1.9641	2.0532	1.9963	2.0460	2.0364	2.1140	2.1405	1.8556	2.1598	2.2465	2.0683	2.1965	2.1554	1.7801	2.1245	0.0000	
Sub1124	2.0187	2.1090	2.0466	1.9856	2.1558	2.2091	2.1937	1.9677	2.2039	2.0977	2.1290	2.0225	2.1774	1.9491	2.0050	2.0430	1.9811	2.0735	1.9244	2.0700	1.9925	2.1009	2.1549	2.0240	2.1298	2.2202	2.1191	2.2041	2.1966	1.9025	2.0642	1.9854	2.0993	2.0107	1.9770	2.1255	2.1693	2.1483	1.9334	2.1609	2.1062	2.1053	2.0388	2.1465	1.9025	2.0430	2.0852	1.9443	2.0388	1.9829	2.0776	2.0197	2.0991	2.1242	1.9329	2.1591	2.2351	2.1238	2.1704	2.1284	1.7841	2.0628	0.0000	
Sub1125	2.0288	2.0424	1.9746	1.9734	2.0661	2.1841	2.1930	1.9328	2.1325	2.1112	2.0991	1.9999	2.1524	1.9681	2.0210	2.0494	1.9264	1.9997	1.8216	2.0502	2.0025	2.1259	2.1038	1.9837	2.0902	2.1815	2.0697	2.1701	2.1411	1.8084	2.0735	1.8600	2.0760	1.9395	1.9543	2.0863	2.1887	2.1638	1.9522	2.1303	2.0841	2.0738	2.0379	2.1745	1.9672	2.0171	2.0674	1.8793	2.0676	1.8376	2.0310	1.9930	2.1395	2.0973	1.7897	2.0897	2.2032	2.0413	2.1718	2.1447	1.7715	2.0861	0.0000	
Sub1126	1.9919	2.1119	1.9379	1.6053	2.0648	2.1777	2.0938	1.8538	2.1036	2.1031	2.0367	2.0047	2.1271	1.7605	1.9813	2.0332	1.9194	1.9887	1.7868	2.0139	1.9413	2.0767	2.0667	1.9996	2.1083	2.1714	2.0360	2.1611	2.1821	1.7557	2.0637	1.9404	2.0648	1.9341	1.7628	2.1136	2.2043	2.1208	1.8838	2.1518	2.0758	2.0911	2.0141	2.1353	1.8256	1.9521	2.0443	1.9253	2.0339	1.8601	1.9941	1.9902	2.0866	2.0989	1.9238	2.1170	2.1979	2.0467	2.1550	2.1359	1.6959	2.0681	0.0000	
Sub1127	1.9986	2.1016	1.9747	1.8804	2.0991	2.1733	2.1448	1.8399	2.1492	2.0922	2.0897	1.9799	2.1204	1.8838	1.9985	2.0354	1.9484	2.0577	1.7140	2.0276	1.9836	2.0869	2.0815	1.9739	2.1024	2.1944	2.0454	2.1640	2.1386	1.7688	2.0850	1.9108	2.0945	1.9428	1.8707	2.1094	2.2002	2.1138	1.8620	2.1303	2.0967	2.0855	1.9809	2.1617	1.9160	1.9506	2.0673	1.9371	2.0548	1.7925	2.0021	1.9653	2.1185	2.0826	1.9114	2.1508	2.2046	2.0423	2.1965	2.1628	1.7120	2.1210	0.0000	
Sub1128	1.9430	2.0754	1.9699	1.9048	2.0894	2.1517	2.1407	1.9285	2.1139	2.1047	2.0652	2.0270	2.1431	1.8907	1.9773	2.0481	1.9097	2.0451	1.8114	2.0651	1.9709	2.1135	2.0810	1.9441	2.1181	2.1978	2.0357	2.1664	2.1451	1.8625	2.0942	1.9062	2.0603	1.9374	1.8906	2.0637	2.2003	2.1301	1.8949	2.1270	2.1010	2.0917	1.9975	2.1676	1.8597	1.9923	2.0262	1.9360	2.0571	1.8619	2.0720	1.9638	2.1225	2.1002	1.8427	2.1277	2.2035	2.0715	2.1806	2.1453	1.7386	2.0823	0.0000	
Sub1129	2.0369	2.1051	2.0242	1.9277	2.1608	2.1786	2.1419	1.9777	2.1855	2.1226	2.0919	2.0267	2.1461	1.8966	2.0410	2.0573	1.9120	2.0497	1.8956	2.1155	1.9891	2.1398	2.0972	2.0321	2.1279	2.1953	2.0496	2.1739	2.1656	1.9052	2.1003	1.9409	2.0812	2.0341	1.9510	2.1212	2.1951	2.1706	1.9273	2.2063	2.1092	2.0889	2.0462	2.1739	1.8711	2.0228	2.0150	1.9363	2.0198	1.9119	2.0339	1.9739	2.1102	2.0846	1.9186	2.1354	2.2155	2.0405	2.1647	2.1293	0.5282	1.8204	2.1017	
Sub1130	2.0122	2.1200	2.0036	1.8794	2.1100	2.2070	2.1698	1.9352	2.1637	2.1016	2.0630	1.9880	2.1358	1.8805	2.0160	2.0360	1.8997	2.0395	1.8685	2.0784	1.9967	2.1174	2.0961	1.9968	2.1178	2.1936	2.1092	2.1639	2.1481	1.8212	2.0623	1.9224	2.1078	1.9841	1.8945	2.1193	2.2253	2.1752	1.9181	2.1679	2.0891	2.0798	2.0119	2.1882	1.8901	2.0365	2.0776	1.9352	2.0454	1.9087	2.0701	1.9631	2.1060	2.1236	1.8704	2.1313	2.2043	2.1495	2.1588	2.1699	1.7906	2.0688	0.0000	
Sub1131	2.0703	2.1617	2.0281	1.8711	2.1757	2.2287	2.1988	1.9617	2.1939	2.1520	2.1368	2.0560	2.2043	1.8444	2.0515	2.0719	1.9818	2.0641	1.8266	2.0910	2.0374	2.1598	2.1590	2.0874	2.1974	2.2315	2.1227	2.1980	2.1930	1.8510	2.1142	2.0111	2.1565	2.0111	1.8745	2.1360	2.2359	2.2125	1.8994	2.2191	2.1262	2.1513	2.0379	2.2136	1.8220	2.0273	2.1262	1.9925	2.0982	1.9008	2.0865	2.0556	2.1536	2.1538	1.9954	2.1487	2.2421	2.0983	2.1883	2.1733	1.7390	2.1240	0.0000	
Sub1132	2.0000	2.0844	1.9930	1.8285	2.0598	2.1682	2.1243	1.9076	2.1185	2.0549	2.0797	1.9404	2.1430	1.9020	1.9826	2.0031	1.9071	2.0058	1.9465	2.0322	1.9996	2.0957	2.0913	1.9409	2.0897	2.2183	2.0989	2.1771	2.1646	1.7649	2.0465	1.9358	2.0652	1.9934	1.8354	2.0556	2.1940	2.1249	1.9062	2.1208	2.0664	2.0895	1.9739	2.1569	1.8754	1.9710	2.0306	1.8920	2.0205	1.9757	2.0153	1.9863	2.1068	2.0983	1.8766	2.0982	2.2074	2.0935	2.1470	2.1612	1.6934	2.0481	0.0000	
Sub1133	2.0216	2.0489	1.8854	1.8512	2.0123	2.0668	2.1088	1.8723	1.9977	2.1018	2.0042	2.0326	2.0994	1.9007	1.9914	2.0248	1.9682	2.0332	1.8746	2.0219	1.9832	2.1000	2.0060	1.9633	2.1055	2.2068	2.0001	2.1474	2.1392	1.7818	2.0736	1.9545	2.0867	1.8881	1.9494	2.0555	2.1498	2.1277	1.9067	2.0271	2.1064	2.0086	2.0169	2.1497	1.8187	2.0224	2.0581	1.9884	2.0688	1.9261	2.0303	1.9438	2.1129	2.0487	1.9239	2.0960	2.2291	2.0129	2.1881	2.1568	1.7771	2.0900	0.0000	
Sub1134	2.0229	2.0688	1.9787	1.9376	2.0740	2.1511	2.1043	1.9294	2.1532	2.1041	2.1492	2.0347	2.1472	1.9234	1.9896	2.0153	1.9171	2.0177	1.8996	2.0783	2.0178	2.1022	2.0903	1.9826	2.1125	2.2054	2.0714	2.1489	2.1181	1.7812	2.0931	1.8679	2.0454	1.9638	1.9425	2.0650	2.1565	2.1108	1.8638	2.1612	2.1025	2.1282	2.0000	2.1198	1.9255	2.0025	2.0197	1.9551	1.9793	1.9484	2.0679	1.9959	2.1117	2.0789	1.9137	2.1012	2.2018	2.0738	2.1536	2.1133	1.7322	2.0833	0.0000	
Sub1135	1.9828	2.1354	2.0080	1.9013	2.1451	2.1830	2.1629	1.9811	2.1614	2.1120	2.1286	2.0007	2.1563	1.9401	2.0021	2.0592	1.9421	2.0475	1.9209	2.0639	2.0202	2.1290	2.1315	2.0108	2.1613	2.2201	2.1161	2.1803	2.2051	1.8288	2.0912	1.8596	2.1300	2.0233	1.9147	2.0581	2.2160	2.1755	1.9740	2.1896	2.0942	2.1166	2.0347	2.1998	1.8734	1.9764	2.0209	1.9847	2.0402	1.9884	2.0365	1.9920	2.1309	2.0951	1.8345	2.1671	2.2347	2.1138	2.1666	2.1806	1.7363	2.0897	0.0000	
Sub1136	2.0226	2.1132	2.0440	1.9510	2.1348	2.2095	2.1548	1.9643	2.1713	2.1196	2.1244	2.0293	2.1550	1.9540	2.0611	2.0536	1.9908	2.0444	1.9590	2.1265	1.9898	2.1657	2.1216	2.0349	2.1488	2.2481	2.0820	2.2159	2.1524	1.8824	2.1293	1.9044	2.1129	2.0380	1.9638	2.1168	2.2253	2.1438	1.9344	2.1810	2.1158	2.1448	2.0124	2.1767	1.9404	2.0370	2.0664	1.9814	2.0686	1.9485	2.0907	1.9961	2.1506	2.1354	1.9707	2.1524	2.2479	2.1249	2.2066	2.1675	1.8090	2.1215	0.0000	
Sub1137	1.9786	2.1160	1.9385	1.7303	2.0890	2.1214	2.1257	1.9249	2.1161	2.1115	2.0522	1.9799	2.1279	1.9592	1.9988	2.0891	1.9520	2.0497	1.8686	2.0700	1.8294	2.1140	2.0750	1.9878	2.1344	2.2071	2.0239	2.1910	2.1479	1.9076	2.0672	1.9117	2.0993	1.9579	1.8043	2.0692	2.1754	2.1296	1.9004	2.1289	2.1079	2.0682	2.0095	2.1471	1.8725	1.9921	2.1020	1.9773	2.0498	1.8880	2.0328	1.9972	2.1406	2.1019	1.9328	2.1228	2.2268	2.0478	2.1897	2.1590	1.7766	2.0658	0.0000	
Sub1138	1.9885	2.1254	1.9734	1.9705	2.1013	2.2066	2.1709	1.9523	2.1681	2.1334	2.1029	2.0126	2.1895	1.8903	1.9857	2.0901	2.0104	2.0622	1.9083	2.0617	2.0108	2.1442	2.1303	1.9815	2.1439	2.2325	2.1437	2.1716	2.1699	1.8110	2.0987	1.9789	2.1110	1.9911	2.0286	2.1148	2.2408	2.1779	1.8956	2.1864	2.1237	2.1287	2.0162	2.1706	1.8566	2.0153	2.0760	2.0139	2.0197	1.9716	2.0467	1.9811	2.1161	2.1252	1.9351	2.1659	2.2402	2.1177	2.1890	2.1585	1.7587	2.0970	0.0000	
Sub1139	1.9885	2.0614	1.9493	1.8524	2.1166	2.1679	2.1903	1.9328	2.1212	2.0780	2.0544	1.9600	2.1579	1.8527	1.9557	1.9994	1.8887	1.9618	1.8594	2.0625	1.9729	2.0865	2.0501	1.9365	2.0989	2.1871	2.0196	2.1390	2.1268	1.8219	2.0463	1.9392	2.0568	1.9409	1.9401	2.1164	2.1804	2.1497	1.8872	2.1455	2.0932	2.1082	2.0020	2.1769	1.8555	1.9720	1.9485	1.8857	2.0104	1.9010	2.0570	1.9915	2.1027	2.0777	1.8987	2.1160	2.1904	2.0307	2.1526	2.1015	1.7521	2.0494	0.0000	
Sub1140	1.9784	2.0255	1.9889	1.7621	2.1032	2.1400	2.1490	1.9288	2.1337	2.0431	2.0978	1.9836	2.0998	1.8435	1.9839	2.0142	1.8794	2.0040	1.8892	2.0703	1.9691	2.0709	2.0942	1.9049	2.0941	2.1587	2.0420	2.1644	2.1244	1.8044	2.0364	1.9055	2.0365	1.9433	1.8621	2.0940	2.1823	2.1657	1.8813	2.1349	2.0700	2.0965	2.0248	2.1442	1.8659	1.9824	1.9868	1.9167	1.9422	1.8669	2.0186	1.9439	2.0658	2.0936	1.9308	2.0948	2.1890	2.0670	2.1716	2.1524	1.7228	2.0445	0.0000	
Sub1141	2.0340	2.0806	2.0332	1.8741	2.1377	2.2033	2.1291	1.8902	2.1862	2.0864	2.1242	1.9772	2.1188	1.9261	1.9796	1.9842	1.9281	2.0012	1.8623	2.0685	1.9999	2.1039	2.1161	2.0035	2.1462	2.1999	2.0979	2.1382	2.1345	1.8035	2.0858	1.9500	2.0890	1.9898	1.8665	2.1046	2.2117	2.1204	1.8601	2.1742	2.0912	2.1132	1.9373	2.1391	1.9137	1.9964	2.0211	1.9287	2.0348	1.9235	2.0380	1.9587	2.1266	2.1327	1.9162	2.1356	2.1948	2.1015	2.1685	2.1118	1.7295	2.0732	0.0000	
Sub1142	2.0184	2.1306	2.0309	1.7785	2.1532	2.2143	2.1818	1.9240	2.1918	2.1467	2.0904	2.0603	2.1686	1.8857	2.0544	2.1071	1.9839	2.0242	1.9287	2.1075	2.0221	2.1514	2.1278	1.9657	2.1577	2.2420	2.1033	2.1959	2.1891	1.8933	2.0967	1.9152	2.0735	1.9876	1.8203	2.1403	2.2225	2.1475	1.9310	2.2010	2.1310	2.1110	2.0387	2.1481	1.9056	2.0827	2.0922	1.9606	2.0536	1.9361	2.0784	2.0193	2.1360	2.1320	2.0228	2.1779	2.2531	2.1407	2.1849	2.1768	1.8125	2.0872	0.0000	
Sub1143	1.9933	2.1214	1.9290	1.8779	2.1428	2.1640	2.1599	1.9569	2.1750	2.1123	2.0910	2.0351	2.1735	1.9663	1.9958	2.0427	1.9880	2.0747	1.8037	2.0603	1.9967	2.1485	2.1267	1.9158	2.1281	2.2311	2.1163	2.1956	2.1970	1.9041	2.1050	1.9262	2.1148	1.9746	1.9821	2.1085	2.2204	2.1496	1.9078	2.1932	2.1054	2.0790	2.0183	2.1760	1.9400	2.0232	2.0535	1.9853	2.1003	1.7923	2.0204	2.0019	2.1173	2.1504	1.8388	2.1589	2.2201	2.0736	2.1984	2.1604	1.7926	2.1199	0.0000	
Sub1144	2.0036	2.0737	1.9120	1.8629	2.0668	2.1289	2.1148	1.8837	2.0797	2.0574	2.0294	1.9833	2.1296	1.8390	1.9619	2.0082	1.8535	1.9944	1.8031	2.0288	2.0070	2.0822	2.0769	1.9894	2.1046	2.1909	2.0409	2.1861	2.1037	1.6989	2.0741	1.9693	2.0496	1.9287	1.9220	2.0760	2.1580	2.1658	1.8712	2.0848	2.1008	2.0066	2.0079	2.1243	1.8399	1.9827	2.0334	1.9388	2.0082	1.8033	1.9874	1.9783	2.0625	2.1068	1.8082	2.1419	2.2171	2.0526	2.1737	2.1161	1.6615	2.0682	0.0000	
Sub1145	2.0314	2.0986	1.9777	1.7321	2.1045	2.2152	2.1259	1.9024	2.1485	2.1256	2.1130	2.0027	2.1894	1.9055	2.0189	2.1006	1.9607	2.0559	1.8876	2.1059	2.0083	2.1479	2.1210	1.9844	2.1624	2.2203	2.0539	2.1800	2.1673	1.8032	2.0944	2.0041	2.1243	1.9705	1.8131	2.1290	2.2253	2.1343	1.8977	2.1676	2.1176	2.1128	2.0255	2.1711	1.9050	1.9611	2.0750	1.8801	2.0377	1.9333	2.0703	2.0387	2.1373	2.1135	1.9348	2.1507	2.2517	2.0847	2.1657	2.1405	1.7447	2.0617	0.0000	
Sub1146	1.9645	2.0616	1.9193	1.9120	2.0785	2.1745	2.1820	1.8831	2.1066	2.0923	2.0563	2.0244	2.1392	1.8638	1.9869	2.0249	1.8575	2.0558	1.7915	2.0387	1.9870	2.1075	2.0955	1.9695	2.1172	2.1955	2.0283	2.1320	2.1119	1.7525	2.0660	1.9420	2.0764	1.9223	1.9788	2.0910	2.1943	2.1673	1.8797	2.1279	2.0878	2.0587	2.0192	2.1419	1.8825	1.9919	2.0282	1.9347	2.0336	1.8233	2.0264	1.9968	2.1179	2.1071	1.9205	2.1125	2.1994	2.0678	2.1569	2.1311	1.7117	2.0753	0.0000	
Sub1147	1.9582	2.0574	1.9781	1.8761	2.0788	2.1495	2.1351	1.9254	2.1377	2.0982	2.0436	2.0027	2.1271	1.9469	1.9843	2.0165	1.9378	1.9584	1.8203	2.0796	2.0171	2.0949	2.0699	1.9338	2.1305	2.2226	2.0290	2.1543	2.1532	1.7729	2.0839	1.9073	2.0825	1.9314	1.9128	2.0645	2.1928	2.1507	1.8571	2.1020	2.1212	2.0818	2.0609	2.1758	1.9061	1.9614	2.0455	1.9344	1.9841	1.8857	2.0658	1.9906	2.1038	2.0985	1.8331	2.1242	2.2311	2.0574	2.1747	2.1265	1.6568	2.0767	0.0000	
Sub1148	2.0488	2.1159	1.9703	1.8068	2.0984	2.1695	2.1342	1.9156	2.1412	2.1058	2.0234	2.0225	2.1265	1.8577	2.0084	2.0427	1.9504	2.0486	1.8908	2.0381	2.0061	2.1214	2.1012	2.0086	2.1300	2.2117	2.0948	2.1528	2.1647	1.8495	2.0779	1.9786	2.0845	1.9752	1.8906	2.1307	2.2038	2.1198	1.8529	2.1783	2.1220	2.0567	2.0242	2.1548	1.8825	2.0032	2.0611	1.9494	2.0697	1.8852	2.0397	1.9943	2.1162	2.1233	1.9207	2.1518	2.2429	2.0905	2.1669	2.1698	1.7258	2.0844	0.0000	
Sub1149	1.9724	2.1061	2.0513	1.8511	2.1256	2.1656	2.1251	1.9394	2.1564	2.0858	2.1320	1.9775	2.1732	1.8737	2.0180	2.0444	1.9585	2.0188	1.9466	2.0645	1.9988	2.1215	2.1406	1.9937	2.1542	2.2198	2.0909	2.1814	2.1924	1.8135	2.0525	1.8856	2.1024	1.9933	1.8835	2.1417	2.2168	2.1425	1.9454	2.1742	2.0809	2.1252	1.9840	2.1686	1.8606	2.0141	2.0389	1.9770	2.0042	1.9799	2.0608	1.9989	2.1174	2.1453	1.9115	2.1541	2.2231	2.1119	2.1809	2.1788	1.7931	2.0737	0.0000	
Sub1150	1.9894	2.0995	2.0109	1.9313	2.1168	2.2226	2.1359	1.9013	2.1798	2.1263	2.0792	2.0308	2.1613	1.8972	2.0279	2.0877	1.9924	2.0540	1.8853	2.1093	2.0000	2.1131	2.1687	1.9712	2.1550	2.2209	2.1259	2.1796	2.1458	1.8448	2.0593	1.9282	2.1273	1.9808	1.9261	2.1206	2.2226	2.1611	1.9417	2.1607	2.1235	2.0745	1.9928	2.1696	1.8345	2.0040	2.0849	1.9412	2.0567	1.9286	2.0700	1.9963	2.0920	2.1433	1.8976	2.1479	2.2189	2.1283	2.1549	2.1431	1.7284	2.0795	0.0000	
Sub1151	2.0004	2.1214	2.0166	1.8514	2.0975	2.2092	2.1494	1.9759	2.1721	2.0999	2.1523	1.9495	2.1394	1.8362	1.9942	2.0892	1.9408	2.0475	1.9533	2.0774	1.9871	2.1224	2.1432	1.9397	2.1708	2.2297	2.1196	2.1426	2.2055	1.8340	2.0531	1.9625	2.1287	2.0113	1.7595	2.0912	2.2351	2.1081	1.9538	2.1872	2.1059	2.1189	1.9980	2.1694	1.8431	2.0187	2.0317	1.9784	2.0589	2.0037	2.0602	2.0128	2.1328	2.1609	1.8178	2.1770	2.2116	2.1270	2.1459	2.1692	1.7479	2.0327	0.0000	
Sub1152	1.9287	2.0314	1.9347	1.8821	2.0964	2.1128	2.0618	1.9171	2.1062	2.0372	2.0256	1.9270	2.0895	1.8809	1.9463	1.9588	1.8545	1.9842	1.8163	2.0111	1.9454	2.0653	2.0524	1.9050	2.0362	2.1488	1.9802	2.0862	2.1144	1.8052	2.0530	1.9084	2.0266	1.9261	1.8720	2.0535	2.1301	2.0514	1.8668	2.0865	2.0454	2.0095	1.9507	2.0801	1.8716	1.9242	1.9922	1.8899	1.9483	1.8600	1.9673	1.9195	2.0195	2.0407	1.9247	2.0300	2.1368	2.0057	2.0853	2.0943	1.5620	2.0812	0.0000	
